cfrid,year,month,scode_biom,sgroup_biom,sname_biom,totalweight_biom,timekey1,timekey2,timekey3
"21. Entark Komar",2014,11,15,4,"Barbonymus gonionotus",5375.3,9,9,6
"21. Entark Komar",2014,11,40,13,"Clarias batrachus",86.90000000000001,9,9,6
"21. Entark Komar",2014,11,48,16,"Parambassis apogonoides",89.5,9,9,6
"21. Entark Komar",2014,11,51,17,"Trichopodus pectoralis",216.3,9,9,6
"21. Entark Komar",2014,11,59,19,"Notopterus notopterus",145.7,9,9,6
"21. Entark Komar",2014,11,78,29,"Oxyeleotris marmorata",1237.8,9,9,6
"21. Entark Komar",2014,11,79,30,"Hampala macrolepidota",157.5,9,9,6
"21. Entark Komar",2015,2,4,1,"Mystus mysticetus",655.1,10,10,
"21. Entark Komar",2015,2,6,1,"Mystus gulio",132.7,10,10,
"21. Entark Komar",2015,2,7,1,"Mystus bocourti",46.2,10,10,
"21. Entark Komar",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",477.9,10,10,
"21. Entark Komar",2015,2,12,3,"Cyclocheilichthys lagleri",686.5,10,10,
"21. Entark Komar",2015,2,15,4,"Barbonymus gonionotus",6543.799999999999,10,10,
"21. Entark Komar",2015,2,22,8,"Henicorhynchus siamensis",89.7,10,10,
"21. Entark Komar",2015,2,38,12,"Anabas testudineus",87.59999999999999,10,10,
"21. Entark Komar",2015,2,40,13,"Clarias batrachus",284.1,10,10,
"21. Entark Komar",2015,2,42,13,"Clarias meladerma",191,10,10,
"21. Entark Komar",2015,2,43,14,"Channa striata",519.2,10,10,
"21. Entark Komar",2015,2,48,16,"Parambassis apogonoides",18.4,10,10,
"21. Entark Komar",2015,2,51,17,"Trichopodus pectoralis",191.6,10,10,
"21. Entark Komar",2015,2,68,25,"Macrognathus siamensis",30,10,10,
"21. Entark Komar",2015,5,4,1,"Mystus mysticetus",200.3,11,11,7
"21. Entark Komar",2015,5,9,3,"Anematichthys/Cyclocheilichthys apogon",1018.7,11,11,7
"21. Entark Komar",2015,5,11,3,"Anematichthys/Cyclocheilichthys armatus",2435.1,11,11,7
"21. Entark Komar",2015,5,15,4,"Barbonymus gonionotus",1896.6,11,11,7
"21. Entark Komar",2015,5,40,13,"Clarias batrachus",1565.1,11,11,7
"21. Entark Komar",2015,5,47,15,"Pristolepis fasciata",295.2,11,11,7
"21. Entark Komar",2015,5,51,17,"Trichopodus pectoralis",246.2,11,11,7
"21. Entark Komar",2015,5,59,19,"Notopterus notopterus",1031.9,11,11,7
"21. Entark Komar",2015,5,172,0,"Hampala dispar",600.8000000000001,11,11,7
"21. Entark Komar",2015,8,1,1,"Mystus albolineatus",96.2,12,12,
"21. Entark Komar",2015,8,4,1,"Mystus mysticetus",724,12,12,
"21. Entark Komar",2015,8,9,3,"Anematichthys/Cyclocheilichthys apogon",2552,12,12,
"21. Entark Komar",2015,8,12,3,"Cyclocheilichthys lagleri",983.3,12,12,
"21. Entark Komar",2015,8,15,4,"Barbonymus gonionotus",2337.7,12,12,
"21. Entark Komar",2015,8,17,5,"Puntius sp. (cf. masyai)",260.7,12,12,
"21. Entark Komar",2015,8,40,13,"Clarias batrachus",1317.5,12,12,
"21. Entark Komar",2015,8,47,15,"Pristolepis fasciata",337,12,12,
"21. Entark Komar",2015,8,48,16,"Parambassis apogonoides",17.8,12,12,
"21. Entark Komar",2015,8,51,17,"Trichopodus pectoralis",664.8,12,12,
"21. Entark Komar",2015,8,59,19,"Notopterus notopterus",461.3,12,12,
"21. Entark Komar",2015,8,68,25,"Macrognathus siamensis",17,12,12,
"21. Entark Komar",2015,8,69,25,"Macrognathus semiocellatus",49.1,12,12,
"21. Entark Komar",2015,8,110,24,"Ompok hypophthalmus/urbaini",60,12,12,
"21. Entark Komar",2015,11,4,1,"Mystus mysticetus",165.7,13,13,8
"21. Entark Komar",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",2335.6,13,13,8
"21. Entark Komar",2015,11,15,4,"Barbonymus gonionotus",4864.9,13,13,8
"21. Entark Komar",2015,11,25,9,"Esomus longimanus",2.3,13,13,8
"21. Entark Komar",2015,11,48,16,"Parambassis apogonoides",35,13,13,8
"21. Entark Komar",2015,11,59,19,"Notopterus notopterus",269,13,13,8
"21. Entark Komar",2015,11,78,29,"Oxyeleotris marmorata",4454.6,13,13,8
"21. Entark Komar",2015,11,172,0,"Hampala dispar",170.6,13,13,8
"22. Kork Lhong",2012,11,1,1,"Mystus albolineatus",16,1,1,1
"22. Kork Lhong",2012,11,5,1,"Mystus atrifasciatus",24,1,1,1
"22. Kork Lhong",2012,11,8,2,"Hemibagrus spilopterus/nemurus",14,1,1,1
"22. Kork Lhong",2012,11,9,3,"Anematichthys/Cyclocheilichthys apogon",104,1,1,1
"22. Kork Lhong",2012,11,11,3,"Anematichthys/Cyclocheilichthys armatus",15,1,1,1
"22. Kork Lhong",2012,11,12,3,"Cyclocheilichthys lagleri",3,1,1,1
"22. Kork Lhong",2012,11,15,4,"Barbonymus gonionotus",485.1,1,1,1
"22. Kork Lhong",2012,11,16,5,"Puntius brevis",181.8,1,1,1
"22. Kork Lhong",2012,11,17,5,"Puntius sp. (cf. masyai)",9,1,1,1
"22. Kork Lhong",2012,11,21,6,"Labiobarbus leptocheilus",34,1,1,1
"22. Kork Lhong",2012,11,22,8,"Henicorhynchus siamensis",2,1,1,1
"22. Kork Lhong",2012,11,23,8,"Henicorhynchus lobatus",3.9,1,1,1
"22. Kork Lhong",2012,11,25,9,"Esomus longimanus",0,1,1,1
"22. Kork Lhong",2012,11,27,9,"Amblypharyngodon chulabhornae",.1,1,1,1
"22. Kork Lhong",2012,11,29,9,"Rasbora aurotaenia",29.1,1,1,1
"22. Kork Lhong",2012,11,30,9,"Rasbora pauciperforata/Trigonopoma pauciperforatum",2.7,1,1,1
"22. Kork Lhong",2012,11,31,9,"Rasbora myersi/dusonensis",1.5,1,1,1
"22. Kork Lhong",2012,11,41,13,"Clarias macrocephalus",163,1,1,1
"22. Kork Lhong",2012,11,43,14,"Channa striata",2147,1,1,1
"22. Kork Lhong",2012,11,47,15,"Pristolepis fasciata",2,1,1,1
"22. Kork Lhong",2012,11,50,16,"Parambassis siamensis",96.59999999999999,1,1,1
"22. Kork Lhong",2012,11,53,17,"Trichopodus trichopterus",1.2,1,1,1
"22. Kork Lhong",2012,11,59,19,"Notopterus notopterus",66,1,1,1
"22. Kork Lhong",2012,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",16,1,1,1
"22. Kork Lhong",2012,11,68,25,"Macrognathus siamensis",9,1,1,1
"22. Kork Lhong",2012,11,102,34,"Osteochilus vittatus/lini/hasselti",2,1,1,1
"22. Kork Lhong",2013,2,2,1,"Mystus singaringan",5.1,2,2,
"22. Kork Lhong",2013,2,12,3,"Cyclocheilichthys lagleri",44.4,2,2,
"22. Kork Lhong",2013,2,16,5,"Puntius brevis",169.3,2,2,
"22. Kork Lhong",2013,2,21,6,"Labiobarbus leptocheilus",86.39999999999999,2,2,
"22. Kork Lhong",2013,2,27,9,"Amblypharyngodon chulabhornae",80.00000000000001,2,2,
"22. Kork Lhong",2013,2,38,12,"Anabas testudineus",41.9,2,2,
"22. Kork Lhong",2013,2,43,14,"Channa striata",440.8,2,2,
"22. Kork Lhong",2013,2,50,16,"Parambassis siamensis",48.8,2,2,
"22. Kork Lhong",2013,2,59,19,"Notopterus notopterus",193.2,2,2,
"22. Kork Lhong",2013,2,63,21,"Xenentodon cancila",19,2,2,
"22. Kork Lhong",2013,2,65,22,"Kryptopterus dissitus",39,2,2,
"22. Kork Lhong",2013,2,99,34,"Puntius orphoides",33.3,2,2,
"22. Kork Lhong",2013,2,100,4,"Hypsibarbus vernayi",21.7,2,2,
"22. Kork Lhong",2013,2,102,34,"Osteochilus vittatus/lini/hasselti",36.40000000000001,2,2,
"22. Kork Lhong",2013,2,126,10,"Clupeichthys aesarnensis",1.2,2,2,
"22. Kork Lhong",2013,5,6,1,"Mystus gulio",7.5,3,3,2
"22. Kork Lhong",2013,5,7,1,"Mystus bocourti",19.8,3,3,2
"22. Kork Lhong",2013,5,9,3,"Anematichthys/Cyclocheilichthys apogon",28.6,3,3,2
"22. Kork Lhong",2013,5,10,3,"Anematichthys repasson",65.2,3,3,2
"22. Kork Lhong",2013,5,12,3,"Cyclocheilichthys lagleri",17.1,3,3,2
"22. Kork Lhong",2013,5,16,5,"Puntius brevis",51.2,3,3,2
"22. Kork Lhong",2013,5,17,5,"Puntius sp. (cf. masyai)",24.2,3,3,2
"22. Kork Lhong",2013,5,21,6,"Labiobarbus leptocheilus",142.3,3,3,2
"22. Kork Lhong",2013,5,27,9,"Amblypharyngodon chulabhornae",3.7,3,3,2
"22. Kork Lhong",2013,5,40,13,"Clarias batrachus",24.4,3,3,2
"22. Kork Lhong",2013,5,43,14,"Channa striata",865.3,3,3,2
"22. Kork Lhong",2013,5,50,16,"Parambassis siamensis",23.9,3,3,2
"22. Kork Lhong",2013,5,63,21,"Xenentodon cancila",12.7,3,3,2
"22. Kork Lhong",2013,5,65,22,"Kryptopterus dissitus",7.3,3,3,2
"22. Kork Lhong",2013,5,68,25,"Macrognathus siamensis",63.10000000000001,3,3,2
"22. Kork Lhong",2013,5,100,4,"Hypsibarbus vernayi",18.8,3,3,2
"22. Kork Lhong",2013,5,102,34,"Osteochilus vittatus/lini/hasselti",24,3,3,2
"22. Kork Lhong",2013,5,110,24,"Ompok hypophthalmus/urbaini",87.59999999999999,3,3,2
"22. Kork Lhong",2013,8,4,1,"Mystus mysticetus",143,4,4,3
"22. Kork Lhong",2013,8,8,2,"Hemibagrus spilopterus/nemurus",12.4,4,4,3
"22. Kork Lhong",2013,8,12,3,"Cyclocheilichthys lagleri",4.3,4,4,3
"22. Kork Lhong",2013,8,16,5,"Puntius brevis",79.09999999999999,4,4,3
"22. Kork Lhong",2013,8,38,12,"Anabas testudineus",10.3,4,4,3
"22. Kork Lhong",2013,8,50,16,"Parambassis siamensis",129.6,4,4,3
"22. Kork Lhong",2013,8,68,25,"Macrognathus siamensis",5.6,4,4,3
"22. Kork Lhong",2013,8,99,34,"Puntius orphoides",6,4,4,3
"22. Kork Lhong",2013,8,110,24,"Ompok hypophthalmus/urbaini",22.8,4,4,3
"22. Kork Lhong",2013,8,126,10,"Clupeichthys aesarnensis",1.7,4,4,3
"22. Kork Lhong",2013,11,1,1,"Mystus albolineatus",9.6,5,5,4
"22. Kork Lhong",2013,11,2,1,"Mystus singaringan",4.8,5,5,4
"22. Kork Lhong",2013,11,3,1,"Mystus multiradiatus",22,5,5,4
"22. Kork Lhong",2013,11,4,1,"Mystus mysticetus",42.4,5,5,4
"22. Kork Lhong",2013,11,8,2,"Hemibagrus spilopterus/nemurus",110.2,5,5,4
"22. Kork Lhong",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",38.5,5,5,4
"22. Kork Lhong",2013,11,12,3,"Cyclocheilichthys lagleri",22.2,5,5,4
"22. Kork Lhong",2013,11,16,5,"Puntius brevis",38.9,5,5,4
"22. Kork Lhong",2013,11,17,5,"Puntius sp. (cf. masyai)",546.9,5,5,4
"22. Kork Lhong",2013,11,21,6,"Labiobarbus leptocheilus",9.300000000000001,5,5,4
"22. Kork Lhong",2013,11,24,9,"Esomus metallicus",71.69999999999999,5,5,4
"22. Kork Lhong",2013,11,28,9,"Rasbora daniconius",94.69999999999999,5,5,4
"22. Kork Lhong",2013,11,29,9,"Rasbora aurotaenia",6,5,5,4
"22. Kork Lhong",2013,11,30,9,"Rasbora pauciperforata/Trigonopoma pauciperforatum",7.6,5,5,4
"22. Kork Lhong",2013,11,32,9,"Rasbora borapetensis",1,5,5,4
"22. Kork Lhong",2013,11,47,15,"Pristolepis fasciata",32.9,5,5,4
"22. Kork Lhong",2013,11,48,16,"Parambassis apogonoides",37.4,5,5,4
"22. Kork Lhong",2013,11,49,16,"Parambassis wolffii",106.3,5,5,4
"22. Kork Lhong",2013,11,52,17,"Trichogaster microlepis",10.4,5,5,4
"22. Kork Lhong",2013,11,58,18,"Trichopsis vittata",.2,5,5,4
"22. Kork Lhong",2013,11,59,19,"Notopterus notopterus",307.6,5,5,4
"22. Kork Lhong",2013,11,63,21,"Xenentodon cancila",115,5,5,4
"22. Kork Lhong",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",44.7,5,5,4
"22. Kork Lhong",2013,11,68,25,"Macrognathus siamensis",103.1,5,5,4
"22. Kork Lhong",2013,11,156,0,"Crossocheilus reticulatus",3.7,5,5,4
"22. Kork Lhong",2014,2,4,1,"Mystus mysticetus",8.699999999999999,6,6,
"22. Kork Lhong",2014,2,5,1,"Mystus atrifasciatus",21.6,6,6,
"22. Kork Lhong",2014,2,9,3,"Anematichthys/Cyclocheilichthys apogon",3.3,6,6,
"22. Kork Lhong",2014,2,12,3,"Cyclocheilichthys lagleri",14,6,6,
"22. Kork Lhong",2014,2,16,5,"Puntius brevis",145.6,6,6,
"22. Kork Lhong",2014,2,17,5,"Puntius sp. (cf. masyai)",160.3,6,6,
"22. Kork Lhong",2014,2,21,6,"Labiobarbus leptocheilus",46.2,6,6,
"22. Kork Lhong",2014,2,24,9,"Esomus metallicus",58.7,6,6,
"22. Kork Lhong",2014,2,43,14,"Channa striata",900.1,6,6,
"22. Kork Lhong",2014,2,48,16,"Parambassis apogonoides",105.6,6,6,
"22. Kork Lhong",2014,2,58,18,"Trichopsis vittata",.5,6,6,
"22. Kork Lhong",2014,2,59,19,"Notopterus notopterus",268.1,6,6,
"22. Kork Lhong",2014,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",64.59999999999999,6,6,
"22. Kork Lhong",2014,2,68,25,"Macrognathus siamensis",22.3,6,6,
"22. Kork Lhong",2014,2,99,34,"Puntius orphoides",61.9,6,6,
"22. Kork Lhong",2014,2,102,34,"Osteochilus vittatus/lini/hasselti",28.7,6,6,
"22. Kork Lhong",2014,5,4,1,"Mystus mysticetus",6.1,7,7,5
"22. Kork Lhong",2014,5,7,1,"Mystus bocourti",14.4,7,7,5
"22. Kork Lhong",2014,5,8,2,"Hemibagrus spilopterus/nemurus",457.3,7,7,5
"22. Kork Lhong",2014,5,12,3,"Cyclocheilichthys lagleri",151.2,7,7,5
"22. Kork Lhong",2014,5,15,4,"Barbonymus gonionotus",1731.4,7,7,5
"22. Kork Lhong",2014,5,16,5,"Puntius brevis",748.9,7,7,5
"22. Kork Lhong",2014,5,17,5,"Puntius sp. (cf. masyai)",156.1,7,7,5
"22. Kork Lhong",2014,5,21,6,"Labiobarbus leptocheilus",766.0999999999999,7,7,5
"22. Kork Lhong",2014,5,22,8,"Henicorhynchus siamensis",227.9,7,7,5
"22. Kork Lhong",2014,5,24,9,"Esomus metallicus",625.9,7,7,5
"22. Kork Lhong",2014,5,42,13,"Clarias meladerma",81.2,7,7,5
"22. Kork Lhong",2014,5,43,14,"Channa striata",1035.5,7,7,5
"22. Kork Lhong",2014,5,47,15,"Pristolepis fasciata",115.8,7,7,5
"22. Kork Lhong",2014,5,48,16,"Parambassis apogonoides",297.16,7,7,5
"22. Kork Lhong",2014,5,53,17,"Trichopodus trichopterus",24.7,7,7,5
"22. Kork Lhong",2014,5,59,19,"Notopterus notopterus",820.4,7,7,5
"22. Kork Lhong",2014,5,63,21,"Xenentodon cancila",116,7,7,5
"22. Kork Lhong",2014,5,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",48.1,7,7,5
"22. Kork Lhong",2014,5,99,34,"Puntius orphoides",157.7,7,7,5
"22. Kork Lhong",2014,5,102,34,"Osteochilus vittatus/lini/hasselti",110.3,7,7,5
"22. Kork Lhong",2014,5,107,38,"Oxygaster pointoni",398.1,7,7,5
"22. Kork Lhong",2014,5,108,38,"Paralaubuca typus",41.5,7,7,5
"22. Kork Lhong",2014,5,110,24,"Ompok hypophthalmus/urbaini",5.3,7,7,5
"22. Kork Lhong",2014,5,140,1,"Mystus wolffi",30.5,7,7,5
"22. Kork Lhong",2014,8,1,1,"Mystus albolineatus",13.9,8,8,
"22. Kork Lhong",2014,8,2,1,"Mystus singaringan",6.3,8,8,
"22. Kork Lhong",2014,8,4,1,"Mystus mysticetus",96.80000000000001,8,8,
"22. Kork Lhong",2014,8,5,1,"Mystus atrifasciatus",28.2,8,8,
"22. Kork Lhong",2014,8,12,3,"Cyclocheilichthys lagleri",92.3,8,8,
"22. Kork Lhong",2014,8,13,4,"Hypsibarbus lagleri",5.4,8,8,
"22. Kork Lhong",2014,8,16,5,"Puntius brevis",15.2,8,8,
"22. Kork Lhong",2014,8,27,9,"Amblypharyngodon chulabhornae",.9,8,8,
"22. Kork Lhong",2014,8,43,14,"Channa striata",459.2,8,8,
"22. Kork Lhong",2014,8,48,16,"Parambassis apogonoides",150.5,8,8,
"22. Kork Lhong",2014,8,59,19,"Notopterus notopterus",142.6,8,8,
"22. Kork Lhong",2014,8,63,21,"Xenentodon cancila",29.4,8,8,
"22. Kork Lhong",2014,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",46.4,8,8,
"22. Kork Lhong",2014,8,99,34,"Puntius orphoides",37.6,8,8,
"22. Kork Lhong",2014,8,107,38,"Oxygaster pointoni",34.4,8,8,
"22. Kork Lhong",2014,8,108,38,"Paralaubuca typus",65.60000000000001,8,8,
"22. Kork Lhong",2014,8,110,24,"Ompok hypophthalmus/urbaini",17.1,8,8,
"22. Kork Lhong",2014,11,9,3,"Anematichthys/Cyclocheilichthys apogon",44.5,9,9,6
"22. Kork Lhong",2014,11,12,3,"Cyclocheilichthys lagleri",268,9,9,6
"22. Kork Lhong",2014,11,15,4,"Barbonymus gonionotus",44.1,9,9,6
"22. Kork Lhong",2014,11,16,5,"Puntius brevis",202.1,9,9,6
"22. Kork Lhong",2014,11,17,5,"Puntius sp. (cf. masyai)",1,9,9,6
"22. Kork Lhong",2014,11,21,6,"Labiobarbus leptocheilus",120.1,9,9,6
"22. Kork Lhong",2014,11,24,9,"Esomus metallicus",3,9,9,6
"22. Kork Lhong",2014,11,27,9,"Amblypharyngodon chulabhornae",4.8,9,9,6
"22. Kork Lhong",2014,11,32,9,"Rasbora borapetensis",.6,9,9,6
"22. Kork Lhong",2014,11,43,14,"Channa striata",153.8,9,9,6
"22. Kork Lhong",2014,11,47,15,"Pristolepis fasciata",8.199999999999999,9,9,6
"22. Kork Lhong",2014,11,48,16,"Parambassis apogonoides",336.8,9,9,6
"22. Kork Lhong",2014,11,52,17,"Trichogaster microlepis",3.3,9,9,6
"22. Kork Lhong",2014,11,53,17,"Trichopodus trichopterus",2.8,9,9,6
"22. Kork Lhong",2014,11,58,18,"Trichopsis vittata",.1,9,9,6
"22. Kork Lhong",2014,11,59,19,"Notopterus notopterus",134.2,9,9,6
"22. Kork Lhong",2014,11,68,25,"Macrognathus siamensis",142.1,9,9,6
"22. Kork Lhong",2014,11,99,34,"Puntius orphoides",7,9,9,6
"22. Kork Lhong",2014,11,102,34,"Osteochilus vittatus/lini/hasselti",7.3,9,9,6
"22. Kork Lhong",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",6.4,10,10,
"22. Kork Lhong",2015,2,12,3,"Cyclocheilichthys lagleri",23.2,10,10,
"22. Kork Lhong",2015,2,17,5,"Puntius sp. (cf. masyai)",81.8,10,10,
"22. Kork Lhong",2015,2,21,6,"Labiobarbus leptocheilus",36,10,10,
"22. Kork Lhong",2015,2,22,8,"Henicorhynchus siamensis",376,10,10,
"22. Kork Lhong",2015,2,24,9,"Esomus metallicus",290.9,10,10,
"22. Kork Lhong",2015,2,27,9,"Amblypharyngodon chulabhornae",27,10,10,
"22. Kork Lhong",2015,2,43,14,"Channa striata",783.1,10,10,
"22. Kork Lhong",2015,2,48,16,"Parambassis apogonoides",299,10,10,
"22. Kork Lhong",2015,2,53,17,"Trichopodus trichopterus",5.7,10,10,
"22. Kork Lhong",2015,2,59,19,"Notopterus notopterus",142.9,10,10,
"22. Kork Lhong",2015,2,63,21,"Xenentodon cancila",30.6,10,10,
"22. Kork Lhong",2015,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",35.1,10,10,
"22. Kork Lhong",2015,2,69,25,"Macrognathus semiocellatus",5.7,10,10,
"22. Kork Lhong",2015,2,99,34,"Puntius orphoides",88.8,10,10,
"22. Kork Lhong",2015,2,108,38,"Paralaubuca typus",19.9,10,10,
"22. Kork Lhong",2015,5,4,1,"Mystus mysticetus",9.300000000000001,11,11,7
"22. Kork Lhong",2015,5,8,2,"Hemibagrus spilopterus/nemurus",25.1,11,11,7
"22. Kork Lhong",2015,5,9,3,"Anematichthys/Cyclocheilichthys apogon",1.4,11,11,7
"22. Kork Lhong",2015,5,10,3,"Anematichthys repasson",41.6,11,11,7
"22. Kork Lhong",2015,5,12,3,"Cyclocheilichthys lagleri",112.2,11,11,7
"22. Kork Lhong",2015,5,15,4,"Barbonymus gonionotus",415.7,11,11,7
"22. Kork Lhong",2015,5,17,5,"Puntius sp. (cf. masyai)",167,11,11,7
"22. Kork Lhong",2015,5,21,6,"Labiobarbus leptocheilus",429.4,11,11,7
"22. Kork Lhong",2015,5,22,8,"Henicorhynchus siamensis",238.3,11,11,7
"22. Kork Lhong",2015,5,24,9,"Esomus metallicus",50.8,11,11,7
"22. Kork Lhong",2015,5,27,9,"Amblypharyngodon chulabhornae",6.3,11,11,7
"22. Kork Lhong",2015,5,43,14,"Channa striata",757.6,11,11,7
"22. Kork Lhong",2015,5,48,16,"Parambassis apogonoides",59.7,11,11,7
"22. Kork Lhong",2015,5,59,19,"Notopterus notopterus",139.6,11,11,7
"22. Kork Lhong",2015,5,63,21,"Xenentodon cancila",33.7,11,11,7
"22. Kork Lhong",2015,5,99,34,"Puntius orphoides",88.5,11,11,7
"22. Kork Lhong",2015,5,102,34,"Osteochilus vittatus/lini/hasselti",43.1,11,11,7
"22. Kork Lhong",2015,5,108,38,"Paralaubuca typus",17.8,11,11,7
"22. Kork Lhong",2015,8,3,1,"Mystus multiradiatus",30.9,12,12,
"22. Kork Lhong",2015,8,4,1,"Mystus mysticetus",14.4,12,12,
"22. Kork Lhong",2015,8,8,2,"Hemibagrus spilopterus/nemurus",143.4,12,12,
"22. Kork Lhong",2015,8,9,3,"Anematichthys/Cyclocheilichthys apogon",8.4,12,12,
"22. Kork Lhong",2015,8,12,3,"Cyclocheilichthys lagleri",81.90000000000001,12,12,
"22. Kork Lhong",2015,8,13,4,"Hypsibarbus lagleri",23.5,12,12,
"22. Kork Lhong",2015,8,14,4,"Hypsibarbus malcolmi",96.7,12,12,
"22. Kork Lhong",2015,8,16,5,"Puntius brevis",211.1,12,12,
"22. Kork Lhong",2015,8,21,6,"Labiobarbus leptocheilus",922.5,12,12,
"22. Kork Lhong",2015,8,22,8,"Henicorhynchus siamensis",298.1,12,12,
"22. Kork Lhong",2015,8,24,9,"Esomus metallicus",149.9,12,12,
"22. Kork Lhong",2015,8,27,9,"Amblypharyngodon chulabhornae",42.90000000000001,12,12,
"22. Kork Lhong",2015,8,38,12,"Anabas testudineus",33.3,12,12,
"22. Kork Lhong",2015,8,47,15,"Pristolepis fasciata",2.8,12,12,
"22. Kork Lhong",2015,8,50,16,"Parambassis siamensis",134.2,12,12,
"22. Kork Lhong",2015,8,59,19,"Notopterus notopterus",117.3,12,12,
"22. Kork Lhong",2015,8,69,25,"Macrognathus semiocellatus",12.1,12,12,
"22. Kork Lhong",2015,8,99,34,"Puntius orphoides",82,12,12,
"22. Kork Lhong",2015,8,101,34,"Poropuntius normani",40.5,12,12,
"22. Kork Lhong",2015,8,107,38,"Oxygaster pointoni",26.5,12,12,
"22. Kork Lhong",2015,8,108,38,"Paralaubuca typus",16,12,12,
"22. Kork Lhong",2015,8,110,24,"Ompok hypophthalmus/urbaini",68.3,12,12,
"22. Kork Lhong",2015,8,150,4,"Hypsibarbus wetmorei",31.1,12,12,
"22. Kork Lhong",2015,11,1,1,"Mystus albolineatus",44.2,13,13,8
"22. Kork Lhong",2015,11,6,1,"Mystus gulio",13.1,13,13,8
"22. Kork Lhong",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",5,13,13,8
"22. Kork Lhong",2015,11,10,3,"Anematichthys repasson",21.4,13,13,8
"22. Kork Lhong",2015,11,12,3,"Cyclocheilichthys lagleri",18.5,13,13,8
"22. Kork Lhong",2015,11,16,5,"Puntius brevis",185.6,13,13,8
"22. Kork Lhong",2015,11,17,5,"Puntius sp. (cf. masyai)",73.39999999999999,13,13,8
"22. Kork Lhong",2015,11,20,6,"Labiobarbus siamensis",13.4,13,13,8
"22. Kork Lhong",2015,11,21,6,"Labiobarbus leptocheilus",104,13,13,8
"22. Kork Lhong",2015,11,25,9,"Esomus longimanus",27.7,13,13,8
"22. Kork Lhong",2015,11,29,9,"Rasbora aurotaenia",11,13,13,8
"22. Kork Lhong",2015,11,43,14,"Channa striata",241.2,13,13,8
"22. Kork Lhong",2015,11,47,15,"Pristolepis fasciata",6,13,13,8
"22. Kork Lhong",2015,11,48,16,"Parambassis apogonoides",16.4,13,13,8
"22. Kork Lhong",2015,11,50,16,"Parambassis siamensis",454.5,13,13,8
"22. Kork Lhong",2015,11,59,19,"Notopterus notopterus",4.1,13,13,8
"22. Kork Lhong",2015,11,63,21,"Xenentodon cancila",128.8,13,13,8
"22. Kork Lhong",2015,11,68,25,"Macrognathus siamensis",13.2,13,13,8
"22. Kork Lhong",2015,11,99,34,"Puntius orphoides",11.9,13,13,8
"22. Kork Lhong",2015,11,106,10,"Corica laciniata",40.6,13,13,8
"22. Kork Lhong",2015,11,110,24,"Ompok hypophthalmus/urbaini",6.9,13,13,8
"23. Krasaing Rithy",2012,11,12,3,"Cyclocheilichthys lagleri",44,1,1,1
"23. Krasaing Rithy",2012,11,15,4,"Barbonymus gonionotus",1284,1,1,1
"23. Krasaing Rithy",2012,11,16,5,"Puntius brevis",11,1,1,1
"23. Krasaing Rithy",2012,11,21,6,"Labiobarbus leptocheilus",137,1,1,1
"23. Krasaing Rithy",2012,11,25,9,"Esomus longimanus",14,1,1,1
"23. Krasaing Rithy",2012,11,28,9,"Rasbora daniconius",23,1,1,1
"23. Krasaing Rithy",2012,11,41,13,"Clarias macrocephalus",196,1,1,1
"23. Krasaing Rithy",2012,11,43,14,"Channa striata",485,1,1,1
"23. Krasaing Rithy",2012,11,56,18,"Trichopsis schalleri",10,1,1,1
"23. Krasaing Rithy",2012,11,58,18,"Trichopsis vittata",7,1,1,1
"23. Krasaing Rithy",2012,11,59,19,"Notopterus notopterus",155,1,1,1
"23. Krasaing Rithy",2012,11,108,38,"Paralaubuca typus",4,1,1,1
"23. Krasaing Rithy",2013,2,9,3,"Anematichthys/Cyclocheilichthys apogon",452.6,2,2,
"23. Krasaing Rithy",2013,2,14,4,"Hypsibarbus malcolmi",1870.7,2,2,
"23. Krasaing Rithy",2013,2,15,4,"Barbonymus gonionotus",685,2,2,
"23. Krasaing Rithy",2013,2,16,5,"Puntius brevis",29.8,2,2,
"23. Krasaing Rithy",2013,2,21,6,"Labiobarbus leptocheilus",1219.2,2,2,
"23. Krasaing Rithy",2013,2,22,8,"Henicorhynchus siamensis",77.09999999999999,2,2,
"23. Krasaing Rithy",2013,2,25,9,"Esomus longimanus",85.59999999999999,2,2,
"23. Krasaing Rithy",2013,2,40,13,"Clarias batrachus",49.6,2,2,
"23. Krasaing Rithy",2013,2,41,13,"Clarias macrocephalus",398,2,2,
"23. Krasaing Rithy",2013,2,43,14,"Channa striata",439.7,2,2,
"23. Krasaing Rithy",2013,2,47,15,"Pristolepis fasciata",127.8,2,2,
"23. Krasaing Rithy",2013,2,53,17,"Trichopodus trichopterus",17.7,2,2,
"23. Krasaing Rithy",2013,2,59,19,"Notopterus notopterus",485.1,2,2,
